supplier_id,supplier_name,risk_score,latitude,longitude,region,tier,annual_spend_usd,last_audit_date
SUP-002267,Supplier 2267,0.75,-17.38,156.28,LATAM,4,2577612,2026-05-11
SUP-002268,Supplier 2268,0.51,53.08,-109.94,EMEA,1,913146,2024-06-02
SUP-002269,Supplier 2269,0.72,59.2,83.24,NA,1,590476,2025-05-29
SUP-002270,Supplier 2270,0.86,3.75,-54.25,LATAM,2,2969885,
SUP-002271,Supplier 2271,0.63,64.32,-4.49,NA,3,4654136,2026-06-08
SUP-002272,Supplier 2272,0.61,53.78,-123.49,APAC,3,255331,2025-11-27
SUP-002273,Supplier 2273,0.75,47.28,170.92,NA,1,556593,2025-07-15
SUP-002274,Supplier 2274,0.84,51.76,81.41,LATAM,4,1882370,2025-06-10
SUP-002275,Supplier 2275,0.86,-10.36,-83.91,NA,2,1049801,2024-05-15
SUP-002276,Supplier 2276,0.05,38.34,-46.27,LATAM,3,614178,2024-10-26
SUP-002277,Supplier 2277,0.56,15.05,-27.91,LATAM,1,1499407,2025-02-12
SUP-002278,Supplier 2278,0.22,33.56,89.11,NA,4,3217581,2026-04-11
SUP-002279,Supplier 2279,0.85,-36.89,153.25,EMEA,2,4130693,
SUP-002280,Supplier 2280,0.65,35.08,-64.28,APAC,4,1538889,2025-08-29
SUP-002281,Supplier 2281,0.42,64.49,-9.9,EMEA,2,3506273,2024-04-10
SUP-002282,Supplier 2282,0.19,-20.65,33.55,APAC,3,4117494,2025-11-10
SUP-002283,Supplier 2283,0.34,68.2,-38.4,NA,3,45002,
SUP-002284,Supplier 2284,0.7,-10.81,1.51,EMEA,1,4265623,2025-09-07
SUP-002285,Supplier 2285,0.21,-34.04,-141.95,LATAM,1,925972,2025-02-12
SUP-002286,Supplier 2286,0.1,-45.4,-119.64,NA,2,3428420,2025-11-11
SUP-002287,Supplier 2287,0.88,42.05,-35.6,EMEA,1,3753254,2024-07-24
SUP-002288,Supplier 2288,0.76,12.13,149.38,APAC,3,4228024,2024-05-16
SUP-002289,Supplier 2289,0.21,-20.07,-54.23,LATAM,1,2025134,2024-07-26
SUP-002290,Supplier 2290,0.3,19.1,-90.07,LATAM,3,3300986,2026-05-20
SUP-002291,Supplier 2291,0.96,-16.83,87.43,APAC,1,140805,2024-03-12
SUP-002292,Supplier 2292,0.7,-1.71,161.69,EMEA,1,2240119,2024-09-26
SUP-002293,Supplier 2293,0.61,52.15,-14.72,EMEA,2,4819945,2024-11-19
SUP-002294,Supplier 2294,0.31,26.86,-176.9,APAC,3,801063,
SUP-002295,Supplier 2295,0.3,39.11,67.73,APAC,2,764652,2024-12-05
SUP-002296,Supplier 2296,0.05,15.85,-30.58,APAC,2,3503642,2026-04-23
SUP-002297,Supplier 2297,0.72,68.88,62.51,NA,2,2557228,2026-07-21
SUP-002298,Supplier 2298,0.05,-28.62,-80.02,NA,2,2280177,2025-09-06
SUP-002299,Supplier 2299,0.01,-25.9,-179.13,LATAM,2,1249097,
SUP-002300,Supplier 2300,0.72,-47.97,-55.98,LATAM,4,864642,2025-07-18
SUP-002301,Supplier 2301,0.94,12.02,73.73,APAC,3,3689971,2025-09-23
SUP-002302,Supplier 2302,0.75,19.74,-38.48,NA,2,1795219,2024-04-12
SUP-002303,Supplier 2303,0.47,34.38,-101.1,EMEA,3,3885863,2026-02-25
SUP-002304,Supplier 2304,0.49,-16.39,-12.96,EMEA,3,2222261,2025-02-15
SUP-002305,Supplier 2305,0.44,-58.41,90.85,NA,4,1992129,2026-03-09
SUP-002306,Supplier 2306,0.33,22.19,-137.0,APAC,3,1158308,2025-07-31
SUP-002307,Supplier 2307,0.52,69.83,69.03,APAC,1,3295663,2026-03-23
SUP-002308,Supplier 2308,0.43,-21.71,60.24,NA,3,1430384,2024-03-18
SUP-002309,Supplier 2309,0.6,-36.09,-46.53,NA,4,4546277,2024-02-10
SUP-002310,Supplier 2310,0.89,-23.37,169.32,NA,1,2047582,2024-04-15
SUP-002311,Supplier 2311,0.99,-4.7,142.09,APAC,1,4075897,2026-04-05
SUP-002312,Supplier 2312,0.09,-27.38,-66.18,NA,3,2355056,2026-07-26
SUP-002313,Supplier 2313,0.39,-14.9,-168.81,NA,4,2080339,2026-07-31
SUP-002314,Supplier 2314,0.19,22.97,-69.01,NA,2,2271435,2024-11-09
SUP-002315,Supplier 2315,0.36,-15.15,-106.3,APAC,3,2212965,2024-09-06
SUP-002316,Supplier 2316,0.29,-8.51,17.01,EMEA,3,2400110,2024-11-26
SUP-002317,Supplier 2317,0.18,-54.8,150.75,NA,3,4435522,2026-02-10
SUP-002318,Supplier 2318,0.76,59.33,133.32,NA,1,3518358,2024-08-25
SUP-002319,Supplier 2319,0.5,-7.1,-69.9,EMEA,2,181520,2025-05-31
SUP-002320,Supplier 2320,0.91,-17.34,-25.7,LATAM,4,300536,
SUP-002321,Supplier 2321,0.04,-48.76,-166.84,APAC,4,123829,2024-12-07
SUP-002322,Supplier 2322,0.08,22.44,15.9,APAC,4,3457688,2025-03-22
SUP-002323,Supplier 2323,0.41,52.3,-157.19,APAC,1,1036918,2025-09-19
SUP-002324,Supplier 2324,0.09,-54.65,157.9,LATAM,2,1932562,2026-01-16
SUP-002325,Supplier 2325,0.27,-41.11,132.1,NA,1,4139832,2024-06-28
SUP-002326,Supplier 2326,0.98,-40.97,-102.89,NA,2,667631,2025-04-28
SUP-002327,Supplier 2327,0.21,18.3,71.77,LATAM,4,774533,2024-05-25
SUP-002328,Supplier 2328,0.2,59.76,24.49,LATAM,2,406405,2024-01-15
SUP-002329,Supplier 2329,0.57,-3.09,108.49,APAC,1,1433543,2025-09-01
SUP-002330,Supplier 2330,0.5,-15.31,-8.77,APAC,3,457167,2025-03-31
SUP-002331,Supplier 2331,0.58,39.56,-110.96,EMEA,4,3149052,2024-09-01
SUP-002332,Supplier 2332,0.38,36.53,50.34,EMEA,3,3686485,2024-02-22
SUP-002333,Supplier 2333,0.82,-27.92,-151.1,EMEA,4,929371,2026-06-11
SUP-002334,Supplier 2334,0.15,-39.09,30.45,EMEA,3,2626377,
SUP-002335,Supplier 2335,0.43,-13.48,-103.43,NA,3,1522550,2026-06-01
SUP-002336,Supplier 2336,0.69,40.83,66.58,EMEA,4,410611,2024-04-17
SUP-002337,Supplier 2337,0.86,30.36,118.1,EMEA,2,2339894,2024-01-14
SUP-002338,Supplier 2338,0.37,26.56,-140.57,EMEA,2,3489419,2024-07-23
SUP-002339,Supplier 2339,0.57,47.83,-35.9,APAC,3,1148265,2024-04-04
SUP-002340,Supplier 2340,0.08,-23.97,84.07,APAC,3,3942628,2025-03-10
SUP-002341,Supplier 2341,0.18,-15.84,-121.07,NA,2,4962144,2025-09-01
SUP-002342,Supplier 2342,0.08,-54.5,23.95,LATAM,2,290912,2024-07-03
SUP-002343,Supplier 2343,0.72,52.94,61.86,EMEA,1,825595,2025-01-09
SUP-002344,Supplier 2344,0.29,15.72,-52.27,NA,3,1454146,
SUP-002345,Supplier 2345,0.72,-21.24,119.51,EMEA,1,4251186,2024-10-26
SUP-002346,Supplier 2346,0.08,-50.98,3.84,EMEA,2,719127,2025-03-10
SUP-002347,Supplier 2347,0.86,34.04,45.72,EMEA,2,2355798,2025-07-11
SUP-002348,Supplier 2348,0.83,37.34,-129.29,APAC,4,2691565,2026-06-18
SUP-002349,Supplier 2349,0.1,26.6,-171.66,APAC,2,654327,
SUP-002350,Supplier 2350,0.03,-33.51,-161.73,APAC,1,219581,2024-03-24
SUP-002351,Supplier 2351,0.07,58.72,145.41,LATAM,3,601245,2026-03-30
SUP-002352,Supplier 2352,0.85,37.91,137.75,LATAM,1,290472,2025-06-28
SUP-002353,Supplier 2353,0.24,25.51,110.73,NA,2,2506477,2025-03-21
SUP-002354,Supplier 2354,0.55,24.62,-108.14,APAC,2,4683486,2025-11-11
SUP-002355,Supplier 2355,0.43,57.57,9.17,LATAM,1,1774065,2026-07-15
SUP-002356,Supplier 2356,0.79,60.68,106.6,LATAM,4,1291023,2024-04-30
SUP-002357,Supplier 2357,0.49,17.43,62.88,NA,2,1180665,2026-03-23
SUP-002358,Supplier 2358,0.5,-5.83,-138.41,NA,3,4906935,2025-08-23
SUP-002359,Supplier 2359,0.98,-12.71,142.39,LATAM,4,4795106,2025-07-06
SUP-002360,Supplier 2360,0.16,46.48,-122.15,LATAM,2,3246101,2026-03-26
SUP-002361,Supplier 2361,0.82,23.8,-118.15,LATAM,4,2322264,
SUP-002362,Supplier 2362,0.06,-49.96,144.36,EMEA,2,807464,2026-01-13
SUP-002363,Supplier 2363,0.48,-41.52,-5.54,NA,4,4644766,2025-06-22
SUP-002364,Supplier 2364,0.88,57.02,-45.76,LATAM,2,16765,2026-06-01
SUP-002365,Supplier 2365,0.66,54.98,19.32,EMEA,1,828358,
SUP-002366,Supplier 2366,0.68,63.74,173.3,APAC,4,3396415,2025-11-11
SUP-002367,Supplier 2367,0.27,-4.38,-136.93,NA,4,925495,
SUP-002368,Supplier 2368,0.42,41.93,92.5,APAC,4,550044,2025-01-06
SUP-002369,Supplier 2369,0.37,47.67,-59.64,NA,1,2984178,2024-12-20
SUP-002370,Supplier 2370,0.52,-18.96,-137.86,APAC,4,140924,2026-05-18
SUP-002371,Supplier 2371,0.46,-41.11,-28.1,LATAM,2,1356679,2026-03-01
SUP-002372,Supplier 2372,0.33,69.61,17.55,APAC,4,3217242,2024-07-31
SUP-002373,Supplier 2373,0.31,-56.07,-105.85,LATAM,4,932839,2026-03-28
SUP-002374,Supplier 2374,0.26,17.65,-34.1,LATAM,1,3799040,2025-07-05
SUP-002375,Supplier 2375,0.37,24.53,48.84,EMEA,2,482480,2024-04-08
SUP-002376,Supplier 2376,0.16,28.63,27.52,NA,2,3070204,2025-12-23
SUP-002377,Supplier 2377,0.86,-26.77,80.34,NA,2,390590,2024-06-02
SUP-002378,Supplier 2378,0.6,33.81,121.11,APAC,3,3661630,2026-04-03
SUP-002379,Supplier 2379,0.14,-31.87,-32.71,LATAM,2,3768310,2025-03-05
SUP-002380,Supplier 2380,0.69,47.77,-27.73,APAC,3,3976167,2026-05-15
SUP-002381,Supplier 2381,0.84,-31.51,-1.19,APAC,3,1417994,2025-04-01
SUP-002382,Supplier 2382,0.24,30.57,23.89,EMEA,1,1189148,2024-03-21
SUP-002383,Supplier 2383,0.16,41.84,-141.0,LATAM,1,4892311,2025-12-24
SUP-002384,Supplier 2384,0.02,-35.44,-67.45,APAC,3,3650146,2025-11-16
SUP-002385,Supplier 2385,0.06,-29.06,-118.12,LATAM,1,923774,
SUP-002386,Supplier 2386,0.76,41.28,-41.09,NA,1,155630,2024-07-11
SUP-002387,Supplier 2387,0.98,-48.82,170.41,APAC,3,1778688,2026-03-26
SUP-002388,Supplier 2388,0.05,-35.2,29.78,NA,2,3329002,2026-01-05
SUP-002389,Supplier 2389,0.74,-0.78,-25.42,EMEA,1,1880794,2024-10-08
SUP-002390,Supplier 2390,0.08,60.92,23.74,APAC,2,4040676,2025-10-23
SUP-002391,Supplier 2391,0.59,13.04,60.87,NA,3,2505762,2024-08-15
SUP-002392,Supplier 2392,0.75,-9.6,-23.42,EMEA,4,4956555,2024-06-20
SUP-002393,Supplier 2393,0.36,67.19,-18.82,NA,4,4354472,
SUP-002394,Supplier 2394,0.02,0.28,72.5,APAC,3,2361476,2026-02-25
SUP-002395,Supplier 2395,0.59,-3.61,-158.09,NA,4,4175503,2026-05-17
SUP-002396,Supplier 2396,0.98,-6.49,14.43,LATAM,3,2246300,
SUP-002397,Supplier 2397,0.26,-19.42,17.04,EMEA,2,59682,2024-05-15
SUP-002398,Supplier 2398,0.2,-17.66,92.43,LATAM,4,1547061,2025-05-28
SUP-002399,Supplier 2399,0.13,29.42,173.75,APAC,2,2052182,2025-10-04
SUP-002400,Supplier 2400,0.55,-54.69,106.47,EMEA,4,4882474,2026-07-06
SUP-002401,Supplier 2401,0.59,28.64,1.36,EMEA,4,4141404,2024-04-15
SUP-002402,Supplier 2402,0.79,-33.84,-119.0,LATAM,2,741600,2025-09-11
SUP-002403,Supplier 2403,0.75,-10.05,31.77,EMEA,3,10987,2025-04-28
SUP-002404,Supplier 2404,0.88,-40.95,120.35,EMEA,4,2648650,2025-07-09
SUP-002405,Supplier 2405,0.8,11.86,155.67,APAC,4,2672861,2024-03-28
SUP-002406,Supplier 2406,0.25,34.82,117.11,NA,1,3679558,2024-01-16
SUP-002407,Supplier 2407,0.55,-13.89,-111.97,LATAM,4,1304783,2025-07-26
SUP-002408,Supplier 2408,0.3,-38.76,76.53,NA,3,4062816,2024-07-07
SUP-002409,Supplier 2409,0.33,-30.55,136.86,LATAM,1,2069715,2025-08-02
SUP-002410,Supplier 2410,0.92,46.35,65.17,LATAM,1,1679532,2024-01-26
SUP-002411,Supplier 2411,0.68,-25.21,66.87,APAC,3,2107320,2026-01-26
SUP-002412,Supplier 2412,0.97,40.71,0.06,LATAM,2,4723032,
SUP-002413,Supplier 2413,0.42,-16.94,49.31,APAC,1,1964854,2025-03-01
SUP-002414,Supplier 2414,0.54,-35.46,-74.02,LATAM,3,2807285,2024-11-21
SUP-002415,Supplier 2415,0.49,34.55,-148.03,NA,3,4460831,2025-01-29
SUP-002416,Supplier 2416,0.12,0.91,117.98,APAC,1,101234,2025-05-15
SUP-002417,Supplier 2417,0.24,-55.93,159.53,EMEA,2,2686953,2025-09-01
SUP-002418,Supplier 2418,0.53,64.79,128.46,NA,2,3544609,
SUP-002419,Supplier 2419,0.08,-40.79,-59.79,APAC,4,4519696,2026-07-23
SUP-002420,Supplier 2420,0.92,-14.06,-146.33,NA,3,316953,2024-06-18
SUP-002421,Supplier 2421,0.13,-9.98,-79.15,EMEA,1,3636444,2026-04-02
SUP-002422,Supplier 2422,0.2,3.63,123.42,APAC,3,4014741,2025-07-21
SUP-002423,Supplier 2423,0.76,42.11,56.09,NA,4,1762089,
SUP-002424,Supplier 2424,0.1,-59.21,168.01,NA,1,3733139,2026-05-15
SUP-002425,Supplier 2425,0.89,61.22,-56.63,EMEA,4,2472882,2025-10-29
SUP-002426,Supplier 2426,0.72,23.98,18.53,APAC,1,3293891,2024-06-23
SUP-002427,Supplier 2427,0.08,63.58,104.41,APAC,3,1955394,
SUP-002428,Supplier 2428,0.69,46.26,-95.76,LATAM,2,894163,2025-09-14
SUP-002429,Supplier 2429,0.63,60.62,167.07,APAC,3,4144585,2025-11-19
SUP-002430,Supplier 2430,0.75,18.13,33.26,LATAM,4,1090067,2024-02-13
SUP-002431,Supplier 2431,0.82,-13.55,-177.16,NA,4,946113,2025-08-15
SUP-002432,Supplier 2432,0.71,-2.42,-170.94,LATAM,4,4431564,2025-05-16
SUP-002433,Supplier 2433,0.58,25.54,137.6,APAC,4,4682697,2026-07-04
SUP-002434,Supplier 2434,0.33,-4.5,52.3,LATAM,2,3050506,2025-12-01
SUP-002435,Supplier 2435,0.69,35.12,94.71,LATAM,2,2906318,2026-05-08
SUP-002436,Supplier 2436,0.95,-48.06,102.25,APAC,3,1810362,2024-02-02
SUP-002437,Supplier 2437,0.59,47.9,-28.63,NA,1,3062672,2025-12-22
SUP-002438,Supplier 2438,0.66,-33.46,107.5,APAC,3,3050022,2024-11-10
SUP-002439,Supplier 2439,0.44,62.71,157.51,APAC,3,2588838,2025-06-06
SUP-002440,Supplier 2440,0.75,-39.78,-118.02,LATAM,4,3279128,2026-04-08
SUP-002441,Supplier 2441,0.99,-43.21,95.09,NA,1,2776937,2026-04-01
SUP-002442,Supplier 2442,0.17,45.54,-69.19,EMEA,1,4397329,2024-07-31
SUP-002443,Supplier 2443,0.21,46.43,-64.26,NA,1,3341700,2024-08-14
SUP-002444,Supplier 2444,0.54,36.04,-31.41,LATAM,3,1932196,2025-11-13
SUP-002445,Supplier 2445,0.48,64.87,130.94,LATAM,3,3278625,2026-04-08
SUP-002446,Supplier 2446,0.57,-24.83,-172.06,LATAM,3,1158210,2025-07-31
SUP-002447,Supplier 2447,0.06,47.46,-23.79,EMEA,1,1078593,2024-02-21
SUP-002448,Supplier 2448,0.41,-14.23,64.82,LATAM,2,4135892,2024-06-03
SUP-002449,Supplier 2449,0.58,9.86,-140.25,LATAM,2,2916376,2025-12-08
SUP-002450,Supplier 2450,0.58,-2.07,105.21,LATAM,1,278184,2025-12-01
SUP-002451,Supplier 2451,0.65,-59.24,159.08,NA,4,1779585,
SUP-002452,Supplier 2452,0.72,14.68,-147.26,LATAM,1,4921376,2025-05-17
SUP-002453,Supplier 2453,0.64,37.18,-124.94,EMEA,3,3188781,2025-02-07
SUP-002454,Supplier 2454,0.78,-37.31,170.68,LATAM,2,4344304,2024-04-15
SUP-002455,Supplier 2455,0.62,61.12,-108.77,LATAM,4,2743694,2026-01-08
SUP-002456,Supplier 2456,0.54,8.95,-151.58,APAC,3,222591,2026-06-15
SUP-002457,Supplier 2457,0.6,-36.83,162.79,NA,2,906602,2024-02-12
SUP-002458,Supplier 2458,0.11,23.97,141.34,APAC,3,469682,2025-04-09
SUP-002459,Supplier 2459,0.28,-35.05,56.06,APAC,1,3676322,2024-12-01
SUP-002460,Supplier 2460,0.53,-51.74,18.52,NA,1,3785556,2025-12-04
SUP-002461,Supplier 2461,0.87,29.09,150.92,NA,2,2290497,2025-12-21
SUP-002462,Supplier 2462,0.68,-45.61,55.99,LATAM,4,3624918,2024-07-24
SUP-002463,Supplier 2463,0.1,-46.19,57.02,EMEA,4,2761693,2026-06-17
SUP-002464,Supplier 2464,0.59,36.19,123.73,EMEA,2,3701687,2024-05-09
SUP-002465,Supplier 2465,0.23,-52.82,55.17,NA,2,3366487,2026-01-07
SUP-002466,Supplier 2466,0.73,45.27,1.32,NA,4,2283491,2025-11-30
SUP-002467,Supplier 2467,0.82,43.5,-39.7,LATAM,3,3267830,2024-06-02
SUP-002468,Supplier 2468,0.59,-41.62,1.13,NA,1,1599860,2025-09-28
SUP-002469,Supplier 2469,0.59,7.39,8.09,EMEA,1,3747154,2024-09-12
SUP-002470,Supplier 2470,0.34,-47.44,-50.1,EMEA,4,4569144,2024-09-15
SUP-002471,Supplier 2471,0.45,22.23,-18.68,LATAM,4,1041691,2024-03-22
SUP-002472,Supplier 2472,0.86,-51.82,108.67,APAC,4,3338529,2025-12-05
SUP-002473,Supplier 2473,0.72,62.78,-30.06,LATAM,1,560852,2026-02-01
SUP-002474,Supplier 2474,0.52,-33.0,-170.8,EMEA,4,1893721,2025-04-21
SUP-002475,Supplier 2475,0.37,28.78,-78.11,APAC,1,3349206,2026-01-02
SUP-002476,Supplier 2476,0.06,-43.32,-96.57,APAC,4,1394271,2024-11-25
SUP-002477,Supplier 2477,0.15,-32.75,105.69,LATAM,4,1187564,2025-06-17
SUP-002478,Supplier 2478,0.2,-1.38,-18.25,NA,2,1925583,2026-01-12
SUP-002479,Supplier 2479,0.38,14.5,-79.09,LATAM,1,581878,2025-02-10
SUP-002480,Supplier 2480,0.94,69.85,111.85,NA,3,3130958,2025-08-05
SUP-002481,Supplier 2481,0.51,-56.63,-173.08,EMEA,1,664875,2024-05-16
SUP-002482,Supplier 2482,0.24,-59.96,-117.27,NA,3,1672474,2025-04-23
SUP-002483,Supplier 2483,0.11,-14.45,117.7,NA,2,1570872,2026-03-14
SUP-002484,Supplier 2484,0.34,-12.4,18.23,APAC,2,4839764,2025-12-30
SUP-002485,Supplier 2485,0.81,54.9,98.51,APAC,4,4959017,
SUP-002486,Supplier 2486,0.39,58.64,121.74,APAC,4,405737,2025-05-29
SUP-002487,Supplier 2487,0.77,54.47,159.11,EMEA,2,794729,2025-08-07
SUP-002488,Supplier 2488,0.8,-41.39,-157.17,NA,2,3663609,2026-06-04
SUP-002489,Supplier 2489,0.12,-6.43,107.72,APAC,4,1499697,2026-02-21
SUP-002490,Supplier 2490,0.61,36.97,75.16,NA,2,3224064,2026-02-11
SUP-002491,Supplier 2491,0.95,-19.36,-105.47,LATAM,1,4604463,2025-12-11
SUP-002492,Supplier 2492,0.4,26.22,155.41,EMEA,4,822624,2024-12-04
SUP-002493,Supplier 2493,0.06,-29.17,-34.49,EMEA,4,4816907,2024-12-21
SUP-002494,Supplier 2494,0.91,-17.96,139.54,APAC,2,271910,2025-03-14
SUP-002495,Supplier 2495,0.88,51.86,37.84,EMEA,1,1151928,2025-02-06
SUP-002496,Supplier 2496,0.52,-27.43,9.63,NA,1,2542774,2026-06-22
SUP-002497,Supplier 2497,0.55,65.36,-122.57,EMEA,3,4403458,2026-04-06
SUP-002498,Supplier 2498,0.22,-20.19,149.16,APAC,2,2773891,2026-04-25
SUP-002499,Supplier 2499,0.81,-56.94,20.4,LATAM,3,703200,2025-07-27
SUP-002500,Supplier 2500,0.5,-26.86,-177.81,EMEA,4,1252110,2024-06-29
SUP-002501,Supplier 2501,0.04,-37.74,-173.42,APAC,1,3810066,2024-05-15
SUP-002502,Supplier 2502,0.68,5.89,99.95,EMEA,4,2812259,2024-09-15
SUP-002503,Supplier 2503,0.94,-45.35,-121.7,APAC,1,74910,2025-09-06
SUP-002504,Supplier 2504,0.82,21.39,35.55,EMEA,1,2512829,2024-12-10
SUP-002505,Supplier 2505,0.28,53.74,65.19,LATAM,3,2039031,2025-09-10
SUP-002506,Supplier 2506,0.06,-12.87,-79.43,EMEA,3,12903,2026-04-10
SUP-002507,Supplier 2507,0.93,-38.1,24.95,EMEA,4,1244202,2024-11-11
SUP-002508,Supplier 2508,0.93,-8.0,-93.51,NA,3,4677332,2026-05-25
SUP-002509,Supplier 2509,0.53,42.18,160.67,NA,2,3522999,2025-04-28
SUP-002510,Supplier 2510,0.64,16.89,129.66,LATAM,3,363284,2026-01-27
SUP-002511,Supplier 2511,0.46,-46.85,-76.3,APAC,4,90120,2024-02-26
SUP-002512,Supplier 2512,0.42,9.83,10.37,NA,3,1736239,2024-09-17
SUP-002513,Supplier 2513,0.13,0.85,0.23,APAC,2,2329859,2026-05-28
SUP-002514,Supplier 2514,0.1,-17.48,165.61,EMEA,4,2272824,2026-04-17
SUP-002515,Supplier 2515,0.24,-45.68,-38.15,APAC,2,3486677,2025-06-22
SUP-002516,Supplier 2516,0.83,67.54,22.4,NA,2,875071,2024-02-01
SUP-002517,Supplier 2517,0.15,-37.11,154.33,NA,2,243057,
SUP-002518,Supplier 2518,0.23,-34.94,-121.39,NA,2,3366648,2025-02-03
SUP-002519,Supplier 2519,0.55,-41.07,18.17,EMEA,1,4488026,2026-04-27
SUP-002520,Supplier 2520,0.22,14.13,-141.96,EMEA,3,847006,2024-12-22
SUP-002521,Supplier 2521,0.17,-2.32,42.3,LATAM,3,1812375,2026-04-14
SUP-002522,Supplier 2522,0.56,-27.56,-48.35,EMEA,2,3137004,2025-05-20
SUP-002523,Supplier 2523,0.37,-4.17,168.35,APAC,4,834676,2024-05-07
SUP-002524,Supplier 2524,0.62,27.56,-30.45,EMEA,2,4301156,2025-06-13
SUP-002525,Supplier 2525,0.9,-23.38,-130.97,APAC,2,1135067,2024-12-09
SUP-002526,Supplier 2526,0.16,58.98,120.24,APAC,1,2667649,2024-07-31
SUP-002527,Supplier 2527,0.91,-20.17,115.51,APAC,4,1701140,2025-09-29
SUP-002528,Supplier 2528,0.89,-34.24,70.15,APAC,1,3340399,2024-07-12
SUP-002529,Supplier 2529,0.82,64.09,89.57,EMEA,1,999891,2026-05-04
SUP-002530,Supplier 2530,0.63,45.37,-84.7,NA,4,500161,2026-01-28
SUP-002531,Supplier 2531,0.62,-15.39,51.14,EMEA,3,2557787,2026-01-08
SUP-002532,Supplier 2532,0.64,49.39,-166.31,NA,1,4327465,2024-03-12
SUP-002533,Supplier 2533,0.69,7.45,-109.12,APAC,2,3168329,2026-06-25
SUP-002534,Supplier 2534,0.03,-14.92,155.62,NA,3,3780436,2025-04-10
SUP-002535,Supplier 2535,0.95,49.15,86.12,APAC,1,2172816,2025-11-22
SUP-002536,Supplier 2536,0.58,37.78,-96.96,NA,4,709201,2024-06-29
SUP-002537,Supplier 2537,0.78,-21.28,-139.9,LATAM,3,2140890,2025-12-26
SUP-002538,Supplier 2538,0.38,18.87,161.61,EMEA,1,4937606,2024-10-28
SUP-002539,Supplier 2539,0.02,-11.98,-139.61,LATAM,3,3910680,2025-10-29
SUP-002540,Supplier 2540,0.51,-59.86,-87.45,APAC,1,3520645,2024-09-18
SUP-002541,Supplier 2541,0.51,65.04,-114.25,LATAM,3,1512073,2026-05-30
SUP-002542,Supplier 2542,0.44,11.45,-177.31,LATAM,2,3002306,2025-10-30
SUP-002543,Supplier 2543,0.34,17.8,-66.91,APAC,1,3117616,2025-03-02
SUP-002544,Supplier 2544,0.25,17.99,170.7,EMEA,3,3274444,2025-03-06
SUP-002545,Supplier 2545,0.53,11.58,-56.91,EMEA,2,4465678,2024-01-01
SUP-002546,Supplier 2546,0.38,-22.29,1.55,LATAM,2,3411067,2024-10-09
SUP-002547,Supplier 2547,0.96,66.3,88.54,NA,4,1115356,2026-01-15
SUP-002548,Supplier 2548,0.18,20.82,18.39,NA,3,1115629,2026-02-23
SUP-002549,Supplier 2549,0.32,27.22,87.69,NA,2,3103304,2026-08-01
SUP-002550,Supplier 2550,0.3,-0.88,58.19,APAC,1,4332354,2024-03-21
SUP-002551,Supplier 2551,0.54,-22.58,39.08,NA,3,4740379,2024-08-24
SUP-002552,Supplier 2552,0.5,-51.63,53.87,APAC,1,3052197,2025-12-24
SUP-002553,Supplier 2553,0.64,-14.47,107.7,APAC,4,2653678,2024-12-07
SUP-002554,Supplier 2554,0.94,-37.11,75.67,LATAM,1,4081933,2024-08-22
SUP-002555,Supplier 2555,0.29,26.07,105.04,APAC,3,4884719,2024-09-22
SUP-002556,Supplier 2556,0.69,54.27,-127.58,NA,2,149080,2026-05-16
SUP-002557,Supplier 2557,0.03,-20.64,63.96,NA,3,1557129,2026-03-20
SUP-002558,Supplier 2558,0.27,-16.73,85.33,APAC,2,1675938,
SUP-002559,Supplier 2559,0.46,27.15,-72.01,EMEA,1,2825826,2026-03-04
SUP-002560,Supplier 2560,0.04,-40.59,134.85,EMEA,4,1481477,2025-06-09
SUP-002561,Supplier 2561,0.62,60.83,-70.3,LATAM,4,1562068,2026-03-08
SUP-002562,Supplier 2562,0.67,-12.7,-92.22,LATAM,1,131798,2025-08-10
SUP-002563,Supplier 2563,0.74,-46.84,132.15,APAC,1,28559,2025-10-11
SUP-002564,Supplier 2564,0.52,-37.29,-91.07,EMEA,3,2255428,2025-06-28
SUP-002565,Supplier 2565,0.6,61.26,-30.42,EMEA,4,4986567,2025-11-24
SUP-002566,Supplier 2566,0.4,-27.87,-47.55,NA,3,1485233,2026-02-08
SUP-002567,Supplier 2567,0.05,26.09,143.3,LATAM,1,1207899,2025-04-24
SUP-002568,Supplier 2568,0.11,-39.7,-16.12,EMEA,3,1329542,2024-04-15
SUP-002569,Supplier 2569,0.65,-34.77,69.95,LATAM,2,4865778,2024-03-28
SUP-002570,Supplier 2570,0.99,54.3,105.85,APAC,3,3322602,2025-01-27
SUP-002571,Supplier 2571,0.03,-40.76,46.05,NA,2,3268633,2025-03-22
SUP-002572,Supplier 2572,0.56,-57.56,159.73,APAC,1,954969,2026-03-26
SUP-002573,Supplier 2573,0.75,5.16,108.9,NA,1,4520628,2024-02-01
SUP-002574,Supplier 2574,0.82,52.15,-35.93,EMEA,3,991602,2026-04-18
SUP-002575,Supplier 2575,0.54,-17.62,162.29,APAC,3,4836341,2024-02-22
SUP-002576,Supplier 2576,0.62,-43.34,8.85,EMEA,2,4762739,2025-04-15
SUP-002577,Supplier 2577,0.69,67.69,-171.87,NA,1,2843467,
SUP-002578,Supplier 2578,0.85,27.98,-86.4,NA,4,4342217,2025-06-10
SUP-002579,Supplier 2579,0.13,50.59,43.82,LATAM,1,4998459,2024-02-10
